region_code,date,checkout_success_rate,stockout_rate,delivery_days,sla_breach_rate,inventory_on_hand_pct,complaint_rate,sentiment_index
S,2026-08-13,0.9521143727785908,0.03904293766319752,3.1154281972534954,0.04601993841864169,0.8828711870104075,0.016875596236959098,0.5770004880089312
S,2026-08-14,0.9475829035303183,0.041437021023035044,3.1097034405916926,0.04867379367910326,0.8756889369308949,0.018455282377302647,0.6065335669809951
S,2026-08-15,0.9588529494629986,0.040083642157912255,3.0354615812189873,0.046223143016919495,0.8797490735262632,0.01755633209735155,0.5954664945874363
S,2026-08-16,0.9609243217827379,0.03867822172939778,3.0903190754167733,0.04835148446448148,0.8839653348118066,0.017052346118465064,0.586545215850696
S,2026-08-17,0.9618534975714049,0.040977926829457285,2.885966918282211,0.04956285566836596,0.8770662195116281,0.018888838952109216,0.5697262694336473
S,2026-08-18,0.9552762673426046,0.03995130940526724,2.925828466918319,0.04631553643755615,0.8801460717841982,0.01773468415148556,0.5962404962018132
S,2026-08-19,0.9542935418685525,0.04274747045487166,3.0297829315625133,0.0537190147023648,0.871757588635385,0.01937807387374341,0.5501200079707428
S,2026-08-20,0.9602871818012743,0.042981677047908305,3.017833715155721,0.05248915748856962,0.8710549688562751,0.01698421794310212,0.5921848082736134
S,2026-08-21,0.9592807266373932,0.039788933986425405,2.9882586725614964,0.052162044711411004,0.8806331980407238,0.01837648344375193,0.6141739347415045
S,2026-08-22,0.9549093984979204,0.04317919065207243,3.0878359666094184,0.05010641251131892,0.8704624280437827,0.018620113737657665,0.5844665746163576
S,2026-08-23,0.9487102777010389,0.040217662113904956,3.103928152732551,0.051826319988816975,0.8793470136582852,0.018976490598991515,0.5887590968457981
S,2026-08-24,0.9544640307895467,0.04170345068722964,3.0866929427348078,0.05077458974160254,0.874889647938311,0.018617132129743693,0.6059150624629109
S,2026-08-25,0.9494793251528777,0.04192987644225359,3.0935434821993115,0.046240398142486816,0.8742103706732393,0.016708553051277993,0.5735269590724259
S,2026-08-26,0.9561815842595324,0.03771632126569748,2.9008583188802004,0.05215682436525822,0.8868510362029076,0.018175102163627745,0.6025119080564006
S,2026-08-27,0.950225,0.22,5.79,0.31000000000000005,0.33999999999999997,0.0288,0.4755999999999999
W,2026-07-29,0.9608088033562451,0.03493725653290749,2.7365745399221777,0.043453485621325665,0.8951882304012775,0.016352280907630922,0.5921385240834206
W,2026-07-30,0.9573376459243744,0.03743430222515017,2.8842363534048197,0.042702996984310446,0.8876970933245495,0.016830950800180437,0.5735122693330049
W,2026-07-31,0.9519903820450604,0.03235864861868322,2.727971558474004,0.041565964876301584,0.9029240541439504,0.016047296004295348,0.5907614396531135
W,2026-08-01,0.9654256423497573,0.03277118618153036,2.9009250755012035,0.04554162252657116,0.9016864414554089,0.017251464829444885,0.6023799503110349
W,2026-08-02,0.9607903934922217,0.036398023516125984,2.8706309929341076,0.045495123016834255,0.8908059294516221,0.01635914586186409,0.5646525917965919
W,2026-08-03,0.9642607156719938,0.035132619450986384,2.74598894431442,0.04721481974925846,0.8946021416470409,0.015761801292896272,0.6326889574080706
W,2026-08-04,0.9531776479415373,0.0361647235583514,2.692804078735411,0.045068061695806676,0.8915058293249458,0.015207801622152328,0.566962983995676
W,2026-08-05,0.9604320527332647,0.03759879413563759,2.778083911463618,0.04170914870202541,0.8872036175930872,0.01679278781116009,0.6343413708787411
W,2026-08-06,0.9656198926785662,0.03600049375332892,2.7207149855643507,0.04676600668206811,0.8919985187400132,0.015984179199934008,0.6011709086727351
W,2026-08-07,0.9590570915422961,0.035774313378147786,2.849796501509845,0.048473291995190085,0.8926770598655567,0.016676919451355937,0.5919885711483657
W,2026-08-08,0.9536964739433154,0.035939907187968495,2.7904548625275494,0.04323941496759653,0.8921802784360945,0.016758137670755385,0.5941160285454243
W,2026-08-09,0.9576135103912949,0.03286739014461637,2.842479261219501,0.04707435881495475,0.9013978295661509,0.017136802534461024,0.6022515030428768
W,2026-08-10,0.9542618565389811,0.034828493599966176,2.714466075487435,0.04190925323925912,0.8955145192001015,0.015781300525665284,0.6111443888917565
W,2026-08-11,0.9600778144635558,0.03531548731140793,2.9004673638194793,0.04157488371916115,0.8940535380657763,0.015331489596366883,0.6282231221627445
W,2026-08-12,0.9556467965302169,0.035525594569370156,2.8721912030428647,0.04743220723271369,0.8934232162918896,0.015928564034104347,0.5665365907978266
W,2026-08-13,0.9628435522357226,0.03542572757471353,2.8198081345409154,0.043469164065085344,0.8937228172758594,0.014759429730176927,0.6299813870340586
W,2026-08-14,0.9654781072920338,0.03334951544236392,2.842920089587569,0.045199633722379805,0.8999514536729083,0.015529956612586975,0.6207227889765055
W,2026-08-15,0.9544286706345007,0.03340920761115849,2.795348044916987,0.04657435051985085,0.8997723771665245,0.015773193887472153,0.5878980858083814
W,2026-08-16,0.9622415974602028,0.03505285885855556,2.827851256765425,0.0467825502589345,0.8948414234243334,0.016789466804862024,0.5844984056465328
W,2026-08-17,0.9546997740705983,0.035235861239954834,2.7273360555171964,0.04566095967683941,0.8942924162801356,0.015458655564188958,0.611825830746442
W,2026-08-18,0.9551827664472237,0.03490294491779059,2.7601870050579307,0.04427993009258061,0.8952911652466282,0.01680657185614109,0.5705619613900781
W,2026-08-19,0.9512695512398556,0.035793376781232664,2.858181871846318,0.04297831602338702,0.892619869656302,0.015973821106553078,0.5838565328456461
W,2026-08-20,0.9618536801882087,0.03285317629370839,2.775018569797277,0.04648661684431135,0.9014404711188748,0.016203152698278427,0.6100060380622744
W,2026-08-21,0.9629448662228958,0.03237933056186885,2.7642604426965116,0.044801284184865654,0.9028620083143934,0.01595335525870323,0.6105995002426207
W,2026-08-22,0.9538746238931268,0.037496348255500196,2.757608137309551,0.04402694232612848,0.8875109552334994,0.014894979965090751,0.5678425144124776
W,2026-08-23,0.9635593082601502,0.03492234405875206,2.7891777101531625,0.04702073887847364,0.8952329678237438,0.016783597467541697,0.5697072797119618
W,2026-08-24,0.9597180527542755,0.03575625165775418,2.9089445317238565,0.04356418126244098,0.8927312450267375,0.01582347702503204,0.6232262927144765
W,2026-08-25,0.951940526587069,0.03361578759979457,2.865723413571715,0.04309220362231135,0.8991526372006163,0.015176541869044304,0.6212331446874887
W,2026-08-26,0.9572174351601154,0.03281019626501948,2.894922078616917,0.04304709240049124,0.9015694112049416,0.017169615730643274,0.569787950232625
W,2026-08-27,0.9484199999999999,0.03243099083658308,3.304,0.06075,0.9027070274902508,0.0192,0.558
