order_id,product_id,region_code,date,revenue,discount,refund
ORD-N-20260729-00212,SKU-APP-01,N,2026-07-29,439,42,0
ORD-N-20260729-00213,SKU-ELE-02,N,2026-07-29,428,33,0
ORD-N-20260729-00214,SKU-APP-01,N,2026-07-29,525,49,0
ORD-N-20260729-00215,SKU-ELE-02,N,2026-07-29,525,45,0
ORD-N-20260729-00216,SKU-ELE-02,N,2026-07-29,402,30,0
ORD-N-20260729-00217,SKU-ELE-02,N,2026-07-29,533,51,0
ORD-N-20260729-00218,SKU-HOM-03,N,2026-07-29,410,40,0
ORD-N-20260729-00219,SKU-HOM-03,N,2026-07-29,391,23,0
ORD-N-20260729-00220,SKU-APP-01,N,2026-07-29,376,35,0
ORD-N-20260729-00221,SKU-ELE-02,N,2026-07-29,349,35,0
ORD-N-20260729-00222,SKU-APP-01,N,2026-07-29,477,29,0
ORD-N-20260729-00223,SKU-APP-01,N,2026-07-29,444,31,0
ORD-N-20260729-00224,SKU-ELE-02,N,2026-07-29,423,44,0
ORD-N-20260729-00225,SKU-HOM-03,N,2026-07-29,493,52,0
ORD-N-20260729-00226,SKU-HOM-03,N,2026-07-29,557,38,0
ORD-N-20260729-00227,SKU-ELE-02,N,2026-07-29,478,35,0
ORD-N-20260729-00228,SKU-ELE-02,N,2026-07-29,573,53,0
ORD-N-20260729-00229,SKU-ELE-02,N,2026-07-29,527,47,0
ORD-N-20260729-00230,SKU-HOM-03,N,2026-07-29,412,43,0
ORD-N-20260729-00231,SKU-ELE-02,N,2026-07-29,385,35,0
ORD-N-20260729-00232,SKU-HOM-03,N,2026-07-29,343,29,0
ORD-N-20260729-00233,SKU-ELE-02,N,2026-07-29,346,25,0
ORD-N-20260729-00234,SKU-ELE-02,N,2026-07-29,413,28,0
ORD-N-20260729-00235,SKU-APP-01,N,2026-07-29,475,28,0
ORD-N-20260729-00236,SKU-ELE-02,N,2026-07-29,498,33,0
ORD-N-20260729-00237,SKU-ELE-02,N,2026-07-29,456,40,0
ORD-N-20260729-00238,SKU-HOM-03,N,2026-07-29,370,35,307
ORD-N-20260729-00239,SKU-HOM-03,N,2026-07-29,464,27,0
ORD-N-20260729-00240,SKU-HOM-03,N,2026-07-29,468,42,0
ORD-N-20260729-00241,SKU-HOM-03,N,2026-07-29,365,30,0
ORD-N-20260729-00242,SKU-HOM-03,N,2026-07-29,339,29,0
ORD-N-20260729-00243,SKU-HOM-03,N,2026-07-29,415,43,0
ORD-N-20260729-00244,SKU-HOM-03,N,2026-07-29,288,27,0
ORD-N-20260729-00245,SKU-ELE-02,N,2026-07-29,315,31,0
ORD-N-20260729-00246,SKU-HOM-03,N,2026-07-29,502,51,0
ORD-N-20260729-00247,SKU-ELE-02,N,2026-07-29,338,28,0
ORD-N-20260729-00248,SKU-ELE-02,N,2026-07-29,456,39,0
ORD-N-20260729-00249,SKU-ELE-02,N,2026-07-29,347,31,0
ORD-N-20260729-00250,SKU-APP-01,N,2026-07-29,378,27,0
ORD-N-20260729-00251,SKU-APP-01,N,2026-07-29,335,30,0
ORD-N-20260729-00252,SKU-ELE-02,N,2026-07-29,251,23,0
ORD-N-20260729-00253,SKU-APP-01,N,2026-07-29,419,43,0
ORD-N-20260729-00254,SKU-ELE-02,N,2026-07-29,511,36,0
ORD-N-20260729-00255,SKU-APP-01,N,2026-07-29,475,43,0
ORD-N-20260729-00256,SKU-APP-01,N,2026-07-29,558,38,0
ORD-N-20260729-00257,SKU-ELE-02,N,2026-07-29,441,40,0
ORD-N-20260729-00258,SKU-APP-01,N,2026-07-29,425,35,0
ORD-N-20260729-00259,SKU-APP-01,N,2026-07-29,516,49,0
ORD-N-20260729-00260,SKU-HOM-03,N,2026-07-29,445,30,0
ORD-N-20260729-00261,SKU-HOM-03,N,2026-07-29,440,37,0
ORD-N-20260729-00262,SKU-HOM-03,N,2026-07-29,412,33,0
ORD-N-20260729-00263,SKU-ELE-02,N,2026-07-29,540,51,0
ORD-N-20260729-00264,SKU-APP-01,N,2026-07-29,454,38,0
ORD-N-20260729-00265,SKU-ELE-02,N,2026-07-29,345,34,0
ORD-N-20260729-00266,SKU-HOM-03,N,2026-07-29,265,16,0
ORD-N-20260729-00267,SKU-HOM-03,N,2026-07-29,352,21,0
ORD-N-20260729-00268,SKU-HOM-03,N,2026-07-29,372,29,0
ORD-N-20260729-00269,SKU-HOM-03,N,2026-07-29,441,27,0
ORD-N-20260729-00270,SKU-APP-01,N,2026-07-29,350,37,0
ORD-N-20260729-00271,SKU-APP-01,N,2026-07-29,277,28,0
ORD-N-20260729-00272,SKU-HOM-03,N,2026-07-29,381,32,0
ORD-N-20260729-00273,SKU-APP-01,N,2026-07-29,349,30,0
ORD-N-20260729-00274,SKU-APP-01,N,2026-07-29,466,38,0
ORD-N-20260729-00275,SKU-ELE-02,N,2026-07-29,548,45,0
ORD-N-20260729-00276,SKU-HOM-03,N,2026-07-29,529,50,0
ORD-N-20260729-00277,SKU-APP-01,N,2026-07-29,269,27,0
ORD-N-20260729-00278,SKU-APP-01,N,2026-07-29,494,49,0
ORD-N-20260729-00279,SKU-HOM-03,N,2026-07-29,481,37,0
ORD-N-20260729-00280,SKU-HOM-03,N,2026-07-29,323,25,0
ORD-N-20260729-00281,SKU-ELE-02,N,2026-07-29,553,55,0
ORD-N-20260729-00282,SKU-HOM-03,N,2026-07-29,254,23,0
ORD-N-20260729-00283,SKU-HOM-03,N,2026-07-29,323,21,0
ORD-N-20260729-00284,SKU-APP-01,N,2026-07-29,555,44,0
ORD-N-20260729-00285,SKU-APP-01,N,2026-07-29,406,40,0
ORD-N-20260729-00286,SKU-APP-01,N,2026-07-29,531,38,0
ORD-N-20260729-00287,SKU-APP-01,N,2026-07-29,491,44,0
ORD-N-20260729-00288,SKU-ELE-02,N,2026-07-29,262,21,0
ORD-N-20260729-00289,SKU-ELE-02,N,2026-07-29,345,23,0
ORD-N-20260729-00290,SKU-APP-01,N,2026-07-29,469,37,369
ORD-N-20260729-00291,SKU-APP-01,N,2026-07-29,503,40,0
ORD-N-20260729-00292,SKU-APP-01,N,2026-07-29,492,43,0
ORD-N-20260729-00293,SKU-ELE-02,N,2026-07-29,407,39,0
ORD-N-20260729-00294,SKU-APP-01,N,2026-07-29,350,31,0
ORD-N-20260729-00295,SKU-ELE-02,N,2026-07-29,572,56,0
ORD-N-20260729-00296,SKU-HOM-03,N,2026-07-29,268,28,0
ORD-N-20260729-00297,SKU-HOM-03,N,2026-07-29,414,32,0
ORD-N-20260729-00298,SKU-HOM-03,N,2026-07-29,254,26,0
ORD-N-20260729-00299,SKU-APP-01,N,2026-07-29,307,27,0
ORD-N-20260729-00300,SKU-ELE-02,N,2026-07-29,334,20,0
ORD-N-20260729-00301,SKU-ELE-02,N,2026-07-29,354,23,0
ORD-N-20260729-00302,SKU-ELE-02,N,2026-07-29,289,17,0
ORD-N-20260729-00303,SKU-HOM-03,N,2026-07-29,523,33,0
ORD-N-20260729-00304,SKU-ELE-02,N,2026-07-29,445,39,0
ORD-N-20260729-00305,SKU-ELE-02,N,2026-07-29,406,25,0
ORD-N-20260729-00306,SKU-HOM-03,N,2026-07-29,510,31,399
ORD-N-20260729-00307,SKU-APP-01,N,2026-07-29,473,43,0
ORD-N-20260729-00308,SKU-ELE-02,N,2026-07-29,271,28,0
ORD-N-20260729-00309,SKU-APP-01,N,2026-07-29,416,32,0
ORD-N-20260729-00310,SKU-APP-01,N,2026-07-29,459,44,0
ORD-N-20260729-00311,SKU-ELE-02,N,2026-07-29,288,22,0
ORD-N-20260729-00312,SKU-HOM-03,N,2026-07-29,563,44,0
ORD-N-20260729-00313,SKU-APP-01,N,2026-07-29,260,25,0
ORD-N-20260729-00314,SKU-HOM-03,N,2026-07-29,522,38,0
ORD-N-20260729-00315,SKU-HOM-03,N,2026-07-29,281,18,0
ORD-N-20260729-00316,SKU-ELE-02,N,2026-07-29,566,45,0
ORD-N-20260729-00317,SKU-ELE-02,N,2026-07-29,563,56,477
ORD-N-20260729-00318,SKU-ELE-02,N,2026-07-29,377,27,0
ORD-N-20260729-00319,SKU-ELE-02,N,2026-07-29,440,44,0
ORD-N-20260729-00320,SKU-ELE-02,N,2026-07-29,496,43,0
ORD-N-20260729-00321,SKU-ELE-02,N,2026-07-29,447,29,0
ORD-N-20260729-00322,SKU-ELE-02,N,2026-07-29,518,52,0
ORD-N-20260729-00323,SKU-HOM-03,N,2026-07-29,449,43,0
ORD-N-20260729-00324,SKU-ELE-02,N,2026-07-29,540,57,0
ORD-N-20260729-00325,SKU-HOM-03,N,2026-07-29,280,21,0
ORD-N-20260729-00326,SKU-APP-01,N,2026-07-29,528,44,0
ORD-N-20260729-00327,SKU-ELE-02,N,2026-07-29,264,18,0
ORD-N-20260729-00328,SKU-APP-01,N,2026-07-29,264,22,0
ORD-N-20260729-00329,SKU-HOM-03,N,2026-07-29,565,57,0
ORD-N-20260729-00330,SKU-APP-01,N,2026-07-29,547,44,0
ORD-N-20260729-00331,SKU-HOM-03,N,2026-07-29,293,19,0
ORD-N-20260729-00332,SKU-APP-01,N,2026-07-29,275,29,0
ORD-N-20260729-00333,SKU-HOM-03,N,2026-07-29,481,44,0
ORD-N-20260729-00334,SKU-ELE-02,N,2026-07-29,469,37,397
ORD-N-20260729-00335,SKU-APP-01,N,2026-07-29,447,40,0
ORD-N-20260729-00336,SKU-APP-01,N,2026-07-29,570,45,0
ORD-N-20260729-00337,SKU-ELE-02,N,2026-07-29,431,33,0
ORD-N-20260729-00338,SKU-APP-01,N,2026-07-29,519,42,0
ORD-N-20260729-00339,SKU-APP-01,N,2026-07-29,403,28,0
ORD-N-20260729-00340,SKU-HOM-03,N,2026-07-29,500,39,0
ORD-N-20260729-00341,SKU-HOM-03,N,2026-07-29,259,21,0
ORD-N-20260729-00342,SKU-ELE-02,N,2026-07-29,277,26,0
ORD-N-20260729-00343,SKU-HOM-03,N,2026-07-29,492,42,0
ORD-N-20260729-00344,SKU-ELE-02,N,2026-07-29,502,52,0
ORD-N-20260729-00345,SKU-APP-01,N,2026-07-29,404,31,0
ORD-N-20260729-00346,SKU-APP-01,N,2026-07-29,349,28,0
ORD-N-20260729-00347,SKU-ELE-02,N,2026-07-29,398,23,0
ORD-N-20260729-00348,SKU-APP-01,N,2026-07-29,452,31,0
ORD-N-20260729-00349,SKU-ELE-02,N,2026-07-29,557,50,0
ORD-N-20260729-00350,SKU-APP-01,N,2026-07-29,294,21,0
ORD-N-20260729-00351,SKU-APP-01,N,2026-07-29,571,36,0
ORD-N-20260729-00352,SKU-ELE-02,N,2026-07-29,316,21,0
ORD-N-20260729-00353,SKU-ELE-02,N,2026-07-29,444,45,0
ORD-N-20260729-00354,SKU-HOM-03,N,2026-07-29,470,45,0
ORD-N-20260729-00355,SKU-APP-01,N,2026-07-29,366,26,0
ORD-N-20260729-00356,SKU-HOM-03,N,2026-07-29,249,19,0
ORD-N-20260729-00357,SKU-HOM-03,N,2026-07-29,408,25,0
ORD-N-20260729-00358,SKU-ELE-02,N,2026-07-29,308,28,0
ORD-N-20260729-00359,SKU-APP-01,N,2026-07-29,277,25,0
ORD-N-20260729-00360,SKU-ELE-02,N,2026-07-29,331,31,0
ORD-N-20260729-00361,SKU-ELE-02,N,2026-07-29,468,32,0
ORD-N-20260729-00362,SKU-HOM-03,N,2026-07-29,334,25,0
ORD-N-20260729-00363,SKU-HOM-03,N,2026-07-29,553,58,0
ORD-N-20260729-00364,SKU-APP-01,N,2026-07-29,381,25,0
ORD-N-20260729-00365,SKU-ELE-02,N,2026-07-29,547,44,0
ORD-N-20260729-00366,SKU-APP-01,N,2026-07-29,361,28,0
ORD-N-20260729-00367,SKU-HOM-03,N,2026-07-29,454,37,0
ORD-N-20260729-00368,SKU-APP-01,N,2026-07-29,392,40,0
ORD-N-20260729-00369,SKU-ELE-02,N,2026-07-29,437,31,0
ORD-N-20260729-00370,SKU-ELE-02,N,2026-07-29,374,35,0
