customer_id,customer_segment,region_name,signup_date
CUST-N10067,consumer,North,2024-02-15
CUST-N10068,consumer,North,2025-05-15
CUST-N10069,smb,North,2024-07-15
CUST-N10070,smb,North,2024-07-15
CUST-N10071,smb,North,2024-02-15
CUST-N10072,consumer,North,2025-01-15
CUST-N10073,enterprise,North,2025-07-15
CUST-N10074,consumer,North,2024-04-15
CUST-N10075,consumer,North,2024-07-15
CUST-N10076,enterprise,North,2025-05-15
CUST-N10077,enterprise,North,2024-03-15
CUST-N10078,smb,North,2024-02-15
CUST-N10079,consumer,North,2025-08-15
CUST-N10080,enterprise,North,2025-08-15
CUST-N10081,smb,North,2024-07-15
CUST-N10082,consumer,North,2025-05-15
CUST-N10083,enterprise,North,2025-03-15
CUST-N10084,smb,North,2024-05-15
CUST-N10085,consumer,North,2024-01-15
CUST-N10086,consumer,North,2024-01-15
CUST-N10087,consumer,North,2024-01-15
CUST-N10088,smb,North,2025-01-15
CUST-N10089,smb,North,2024-03-15
CUST-N10090,consumer,North,2024-02-15
CUST-N10091,enterprise,North,2024-04-15
CUST-N10092,consumer,North,2024-05-15
CUST-N10093,smb,North,2025-07-15
CUST-N10094,consumer,North,2024-04-15
CUST-N10095,smb,North,2024-07-15
CUST-N10096,enterprise,North,2024-03-15
CUST-N10097,smb,North,2025-06-15
CUST-N10098,consumer,North,2024-01-15
CUST-N10099,smb,North,2025-03-15
CUST-N10100,consumer,North,2025-02-15
CUST-N10101,consumer,North,2025-09-15
CUST-N10102,smb,North,2024-02-15
CUST-N10103,consumer,North,2025-08-15
CUST-N10104,enterprise,North,2024-06-15
CUST-N10105,smb,North,2024-06-15
CUST-N10106,consumer,North,2024-02-15
CUST-N10107,enterprise,North,2025-03-15
CUST-N10108,smb,North,2024-08-15
CUST-N10109,consumer,North,2024-08-15
CUST-N10110,enterprise,North,2025-05-15
CUST-N10111,consumer,North,2024-02-15
CUST-N10112,enterprise,North,2024-02-15
CUST-N10113,consumer,North,2025-02-15
CUST-N10114,consumer,North,2024-06-15
CUST-N10115,enterprise,North,2024-08-15
CUST-N10116,enterprise,North,2025-01-15
CUST-N10117,enterprise,North,2024-07-15
CUST-N10118,consumer,North,2025-06-15
CUST-N10119,smb,North,2024-08-15
CUST-N10120,smb,North,2024-05-15
CUST-N10121,consumer,North,2025-04-15
CUST-N10122,smb,North,2025-04-15
CUST-N10123,smb,North,2025-08-15
CUST-N10124,consumer,North,2025-03-15
CUST-N10125,enterprise,North,2024-01-15
CUST-N10126,enterprise,North,2025-07-15
CUST-N10127,consumer,North,2025-09-15
CUST-N10128,consumer,North,2025-02-15
CUST-N10129,consumer,North,2025-08-15
CUST-N10130,smb,North,2025-01-15
CUST-N10131,smb,North,2025-02-15
CUST-N10132,enterprise,North,2025-01-15
CUST-N10133,smb,North,2025-01-15
CUST-N10134,smb,North,2025-07-15
CUST-N10135,enterprise,North,2025-07-15
CUST-N10136,consumer,North,2025-07-15
CUST-N10137,consumer,North,2024-09-15
CUST-N10138,smb,North,2024-04-15
CUST-N10139,consumer,North,2025-06-15
CUST-N10140,enterprise,North,2025-01-15
CUST-N10141,enterprise,North,2024-03-15
CUST-N10142,smb,North,2024-02-15
CUST-N10143,enterprise,North,2024-01-15
CUST-N10144,enterprise,North,2024-07-15
CUST-N10145,enterprise,North,2025-01-15
CUST-N10146,smb,North,2024-05-15
CUST-N10147,consumer,North,2025-03-15
CUST-N10148,consumer,North,2024-02-15
CUST-N10149,enterprise,North,2025-09-15
CUST-N10150,consumer,North,2025-09-15
CUST-N10151,consumer,North,2025-07-15
CUST-N10152,smb,North,2024-09-15
CUST-N10153,enterprise,North,2024-07-15
CUST-N10154,consumer,North,2024-01-15
CUST-N10155,enterprise,North,2025-07-15
CUST-N10156,consumer,North,2025-07-15
CUST-N10157,consumer,North,2025-01-15
CUST-N10158,smb,North,2024-09-15
CUST-N10159,consumer,North,2025-05-15
CUST-N10160,enterprise,North,2025-06-15
CUST-N10161,smb,North,2025-01-15
CUST-N10162,consumer,North,2025-04-15
CUST-N10163,smb,North,2024-07-15
CUST-N10164,consumer,North,2024-03-15
CUST-N10165,smb,North,2025-02-15
CUST-N10166,smb,North,2025-08-15
CUST-N10167,consumer,North,2024-04-15
CUST-N10168,smb,North,2025-09-15
CUST-N10169,enterprise,North,2025-02-15
CUST-N10170,enterprise,North,2024-03-15
CUST-N10171,consumer,North,2024-07-15
CUST-N10172,consumer,North,2025-02-15
CUST-N10173,enterprise,North,2024-01-15
CUST-N10174,consumer,North,2024-03-15
CUST-N10175,consumer,North,2025-04-15
CUST-N10176,enterprise,North,2025-06-15
CUST-N10177,consumer,North,2025-07-15
CUST-N10178,consumer,North,2024-09-15
CUST-N10179,consumer,North,2024-02-15
CUST-N10180,smb,North,2024-07-15
CUST-N10181,smb,North,2024-08-15
CUST-N10182,enterprise,North,2024-03-15
CUST-N10183,enterprise,North,2024-03-15
CUST-N10184,consumer,North,2024-01-15
CUST-N10185,enterprise,North,2025-01-15
CUST-N10186,consumer,North,2025-05-15
CUST-N10187,consumer,North,2025-06-15
CUST-N10188,smb,North,2024-03-15
CUST-N10189,enterprise,North,2025-03-15
CUST-N10190,enterprise,North,2025-01-15
CUST-N10191,smb,North,2024-04-15
CUST-N10192,consumer,North,2025-01-15
CUST-N10193,enterprise,North,2025-02-15
CUST-N10194,consumer,North,2024-09-15
CUST-N10195,smb,North,2025-08-15
CUST-N10196,consumer,North,2025-01-15
CUST-N10197,smb,North,2024-06-15
CUST-N10198,enterprise,North,2025-02-15
CUST-N10199,smb,North,2025-08-15
CUST-N10200,smb,North,2025-05-15
CUST-N10201,consumer,North,2025-08-15
CUST-N10202,smb,North,2024-08-15
CUST-N10203,smb,North,2024-02-15
CUST-N10204,consumer,North,2025-04-15
CUST-N10205,enterprise,North,2024-02-15
CUST-N10206,enterprise,North,2025-07-15
CUST-N10207,enterprise,North,2024-02-15
CUST-N10208,enterprise,North,2024-05-15
CUST-N10209,enterprise,North,2024-07-15
CUST-N10210,consumer,North,2024-01-15
CUST-N10211,smb,North,2025-05-15
CUST-N10212,consumer,North,2025-04-15
CUST-N10213,smb,North,2024-09-15
CUST-N10214,enterprise,North,2025-09-15
CUST-N10215,consumer,North,2025-07-15
CUST-N10216,enterprise,North,2025-01-15
CUST-N10217,smb,North,2024-03-15
CUST-N10218,consumer,North,2025-02-15
CUST-N10219,consumer,North,2024-08-15
CUST-S10000,consumer,South,2025-05-15
CUST-S10001,consumer,South,2024-03-15
CUST-S10002,consumer,South,2025-03-15
CUST-S10003,smb,South,2025-04-15
CUST-S10004,enterprise,South,2024-02-15
CUST-S10005,smb,South,2024-09-15
CUST-S10006,enterprise,South,2025-09-15
CUST-S10007,enterprise,South,2024-06-15
CUST-S10008,smb,South,2025-07-15
CUST-S10009,enterprise,South,2025-07-15
CUST-S10010,consumer,South,2025-04-15
CUST-S10011,smb,South,2024-02-15
CUST-S10012,enterprise,South,2025-02-15
CUST-S10013,enterprise,South,2024-08-15
CUST-S10014,smb,South,2024-02-15
CUST-S10015,smb,South,2024-03-15
CUST-S10016,smb,South,2025-01-15
CUST-S10017,enterprise,South,2024-04-15
CUST-S10018,enterprise,South,2024-06-15
CUST-S10019,consumer,South,2025-04-15
CUST-S10020,enterprise,South,2025-02-15
CUST-S10021,consumer,South,2025-01-15
CUST-S10022,enterprise,South,2024-09-15
CUST-S10023,consumer,South,2024-01-15
CUST-S10024,enterprise,South,2024-01-15
CUST-S10025,enterprise,South,2024-05-15
CUST-S10026,enterprise,South,2024-06-15
CUST-S10027,enterprise,South,2024-06-15
CUST-S10028,smb,South,2024-04-15
CUST-S10029,smb,South,2024-02-15
CUST-S10030,smb,South,2024-08-15
CUST-S10031,enterprise,South,2024-05-15
CUST-S10032,consumer,South,2024-06-15
CUST-S10033,enterprise,South,2025-03-15
CUST-S10034,consumer,South,2024-04-15
CUST-S10035,smb,South,2024-07-15
CUST-S10036,enterprise,South,2025-07-15
CUST-S10037,smb,South,2025-01-15
CUST-S10038,consumer,South,2024-08-15
CUST-S10039,enterprise,South,2024-07-15
CUST-S10040,smb,South,2025-08-15
CUST-S10041,consumer,South,2024-08-15
CUST-S10042,consumer,South,2025-07-15
CUST-S10043,enterprise,South,2025-06-15
CUST-S10044,enterprise,South,2024-02-15
CUST-S10045,consumer,South,2024-01-15
CUST-S10046,consumer,South,2024-09-15
CUST-S10047,smb,South,2024-05-15
CUST-S10048,enterprise,South,2024-08-15
CUST-S10049,enterprise,South,2024-03-15
CUST-S10050,smb,South,2024-05-15
CUST-S10051,consumer,South,2025-07-15
CUST-S10052,consumer,South,2024-08-15
CUST-S10053,enterprise,South,2024-02-15
CUST-S10054,smb,South,2024-05-15
CUST-S10055,enterprise,South,2025-01-15
CUST-S10056,consumer,South,2024-04-15
CUST-S10057,consumer,South,2025-05-15
CUST-S10058,smb,South,2025-05-15
CUST-S10059,consumer,South,2024-06-15
CUST-S10060,consumer,South,2024-02-15
CUST-S10061,smb,South,2024-05-15
CUST-S10062,enterprise,South,2024-06-15
CUST-S10063,enterprise,South,2024-08-15
CUST-S10064,smb,South,2024-08-15
CUST-S10065,consumer,South,2025-06-15
CUST-S10066,consumer,South,2024-06-15
CUST-S10067,consumer,South,2024-05-15
CUST-S10068,consumer,South,2025-05-15
CUST-S10069,smb,South,2024-03-15
CUST-S10070,smb,South,2024-02-15
CUST-S10071,enterprise,South,2024-04-15
CUST-S10072,smb,South,2025-09-15
CUST-S10073,consumer,South,2025-09-15
CUST-S10074,smb,South,2025-09-15
CUST-S10075,enterprise,South,2025-06-15
CUST-S10076,smb,South,2024-03-15
CUST-S10077,consumer,South,2025-05-15
CUST-S10078,enterprise,South,2025-07-15
CUST-S10079,consumer,South,2025-06-15
CUST-S10080,consumer,South,2025-06-15
CUST-S10081,consumer,South,2025-09-15
CUST-S10082,consumer,South,2025-06-15
CUST-S10083,smb,South,2025-04-15
CUST-S10084,enterprise,South,2024-06-15
CUST-S10085,enterprise,South,2025-06-15
CUST-S10086,enterprise,South,2024-08-15
CUST-S10087,consumer,South,2025-06-15
CUST-S10088,smb,South,2024-01-15
CUST-S10089,enterprise,South,2024-04-15
CUST-S10090,smb,South,2025-08-15
CUST-S10091,enterprise,South,2024-06-15
CUST-S10092,enterprise,South,2025-04-15
CUST-S10093,consumer,South,2025-06-15
CUST-S10094,enterprise,South,2025-08-15
CUST-S10095,smb,South,2024-06-15
CUST-S10096,consumer,South,2024-06-15
CUST-S10097,smb,South,2024-03-15
CUST-S10098,consumer,South,2025-01-15
CUST-S10099,enterprise,South,2024-09-15
CUST-S10100,consumer,South,2025-08-15
CUST-S10101,consumer,South,2025-09-15
CUST-S10102,consumer,South,2025-02-15
CUST-S10103,smb,South,2025-03-15
CUST-S10104,enterprise,South,2025-07-15
CUST-S10105,enterprise,South,2025-05-15
CUST-S10106,enterprise,South,2025-01-15
CUST-S10107,enterprise,South,2024-09-15
CUST-S10108,enterprise,South,2024-01-15
CUST-S10109,consumer,South,2024-09-15
CUST-S10110,smb,South,2025-06-15
CUST-S10111,consumer,South,2025-09-15
CUST-S10112,consumer,South,2025-02-15
CUST-S10113,smb,South,2024-04-15
CUST-S10114,smb,South,2024-01-15
CUST-S10115,enterprise,South,2024-02-15
CUST-S10116,smb,South,2025-02-15
CUST-S10117,enterprise,South,2024-09-15
CUST-S10118,consumer,South,2024-08-15
CUST-S10119,enterprise,South,2024-04-15
CUST-S10120,consumer,South,2024-07-15
CUST-S10121,consumer,South,2025-09-15
CUST-S10122,enterprise,South,2025-09-15
CUST-S10123,smb,South,2025-05-15
CUST-S10124,consumer,South,2024-05-15
CUST-S10125,consumer,South,2025-05-15
CUST-S10126,enterprise,South,2025-04-15
CUST-S10127,smb,South,2025-03-15
CUST-S10128,enterprise,South,2025-07-15
CUST-S10129,smb,South,2025-06-15
CUST-S10130,consumer,South,2024-03-15
CUST-S10131,enterprise,South,2024-02-15
CUST-S10132,consumer,South,2024-07-15
CUST-S10133,consumer,South,2024-03-15
CUST-S10134,enterprise,South,2025-01-15
CUST-S10135,smb,South,2025-08-15
CUST-S10136,smb,South,2024-07-15
CUST-S10137,consumer,South,2024-08-15
CUST-S10138,consumer,South,2025-08-15
CUST-S10139,smb,South,2025-09-15
CUST-S10140,smb,South,2025-02-15
CUST-S10141,smb,South,2025-08-15
CUST-S10142,smb,South,2025-07-15
CUST-S10143,consumer,South,2025-01-15
CUST-S10144,enterprise,South,2024-07-15
CUST-S10145,enterprise,South,2025-09-15
CUST-S10146,smb,South,2025-02-15
CUST-S10147,smb,South,2024-02-15
CUST-S10148,smb,South,2025-06-15
CUST-S10149,enterprise,South,2024-03-15
CUST-S10150,enterprise,South,2025-07-15
CUST-S10151,enterprise,South,2024-03-15
CUST-S10152,enterprise,South,2025-02-15
CUST-S10153,enterprise,South,2024-07-15
CUST-S10154,enterprise,South,2024-08-15
CUST-S10155,enterprise,South,2024-04-15
CUST-S10156,smb,South,2024-09-15
CUST-S10157,enterprise,South,2025-05-15
CUST-S10158,smb,South,2024-02-15
CUST-S10159,consumer,South,2024-03-15
CUST-S10160,enterprise,South,2024-01-15
CUST-S10161,enterprise,South,2025-04-15
CUST-S10162,consumer,South,2024-06-15
CUST-S10163,smb,South,2025-08-15
CUST-S10164,smb,South,2025-02-15
CUST-S10165,smb,South,2025-01-15
CUST-S10166,enterprise,South,2024-02-15
CUST-S10167,smb,South,2024-02-15
CUST-S10168,enterprise,South,2024-03-15
CUST-S10169,smb,South,2025-04-15
CUST-S10170,smb,South,2024-08-15
CUST-S10171,enterprise,South,2025-03-15
CUST-S10172,smb,South,2025-02-15
CUST-S10173,consumer,South,2025-08-15
CUST-S10174,enterprise,South,2025-09-15
CUST-S10175,consumer,South,2025-09-15
CUST-S10176,consumer,South,2024-01-15
CUST-S10177,enterprise,South,2024-02-15
CUST-S10178,smb,South,2025-08-15
CUST-S10179,smb,South,2024-02-15
CUST-S10180,enterprise,South,2025-03-15
CUST-S10181,consumer,South,2024-07-15
CUST-S10182,consumer,South,2024-07-15
CUST-S10183,smb,South,2025-07-15
CUST-S10184,consumer,South,2025-02-15
CUST-S10185,consumer,South,2025-09-15
CUST-S10186,enterprise,South,2024-08-15
CUST-S10187,smb,South,2024-07-15
CUST-S10188,smb,South,2024-05-15
CUST-S10189,enterprise,South,2024-04-15
CUST-S10190,consumer,South,2024-04-15
CUST-S10191,smb,South,2025-05-15
CUST-S10192,consumer,South,2025-05-15
CUST-S10193,smb,South,2024-04-15
CUST-S10194,smb,South,2025-04-15
CUST-S10195,consumer,South,2024-06-15
CUST-S10196,smb,South,2025-06-15
CUST-S10197,enterprise,South,2025-05-15
CUST-S10198,smb,South,2025-02-15
CUST-S10199,smb,South,2024-02-15
CUST-S10200,consumer,South,2025-01-15
CUST-S10201,enterprise,South,2025-02-15
CUST-S10202,consumer,South,2024-03-15
CUST-S10203,smb,South,2025-05-15
CUST-S10204,consumer,South,2024-03-15
CUST-S10205,smb,South,2024-06-15
CUST-S10206,consumer,South,2025-04-15
CUST-S10207,consumer,South,2024-03-15
CUST-S10208,consumer,South,2024-02-15
CUST-S10209,consumer,South,2025-04-15
CUST-S10210,enterprise,South,2025-07-15
CUST-S10211,enterprise,South,2024-04-15
CUST-S10212,smb,South,2025-02-15
CUST-S10213,enterprise,South,2024-09-15
CUST-S10214,consumer,South,2024-01-15
CUST-S10215,enterprise,South,2024-07-15
CUST-S10216,consumer,South,2025-08-15
CUST-S10217,enterprise,South,2024-03-15
CUST-S10218,smb,South,2024-01-15
CUST-S10219,consumer,South,2024-01-15
CUST-W10000,consumer,West,2024-07-15
CUST-W10001,smb,West,2025-07-15
CUST-W10002,smb,West,2024-03-15
CUST-W10003,enterprise,West,2024-03-15
CUST-W10004,consumer,West,2025-06-15
CUST-W10005,smb,West,2025-03-15
CUST-W10006,enterprise,West,2024-02-15
CUST-W10007,consumer,West,2024-05-15
CUST-W10008,smb,West,2024-02-15
CUST-W10009,smb,West,2024-02-15
CUST-W10010,smb,West,2025-09-15
CUST-W10011,enterprise,West,2024-01-15
CUST-W10012,smb,West,2025-03-15
CUST-W10013,smb,West,2025-09-15
CUST-W10014,consumer,West,2024-01-15
CUST-W10015,smb,West,2024-06-15
CUST-W10016,smb,West,2025-03-15
CUST-W10017,smb,West,2025-07-15
CUST-W10018,enterprise,West,2025-06-15
CUST-W10019,consumer,West,2024-03-15
CUST-W10020,enterprise,West,2024-06-15
CUST-W10021,smb,West,2025-07-15
CUST-W10022,consumer,West,2024-04-15
CUST-W10023,enterprise,West,2024-01-15
CUST-W10024,smb,West,2024-01-15
CUST-W10025,smb,West,2024-07-15
CUST-W10026,enterprise,West,2024-02-15
CUST-W10027,enterprise,West,2024-07-15
CUST-W10028,consumer,West,2025-05-15
CUST-W10029,smb,West,2024-02-15
CUST-W10030,consumer,West,2025-08-15
CUST-W10031,consumer,West,2025-02-15
CUST-W10032,smb,West,2024-06-15
CUST-W10033,enterprise,West,2025-05-15
CUST-W10034,smb,West,2024-03-15
CUST-W10035,enterprise,West,2025-04-15
CUST-W10036,consumer,West,2025-06-15
CUST-W10037,smb,West,2025-09-15
CUST-W10038,consumer,West,2024-05-15
CUST-W10039,smb,West,2024-01-15
CUST-W10040,consumer,West,2024-03-15
CUST-W10041,consumer,West,2025-01-15
CUST-W10042,smb,West,2024-06-15
CUST-W10043,consumer,West,2024-04-15
CUST-W10044,consumer,West,2025-03-15
CUST-W10045,enterprise,West,2025-09-15
CUST-W10046,enterprise,West,2024-03-15
CUST-W10047,enterprise,West,2025-01-15
CUST-W10048,smb,West,2024-01-15
CUST-W10049,smb,West,2024-01-15
CUST-W10050,smb,West,2024-08-15
CUST-W10051,consumer,West,2025-08-15
CUST-W10052,consumer,West,2025-04-15
CUST-W10053,enterprise,West,2025-05-15
CUST-W10054,consumer,West,2025-01-15
CUST-W10055,smb,West,2024-05-15
CUST-W10056,consumer,West,2024-08-15
CUST-W10057,smb,West,2024-04-15
CUST-W10058,smb,West,2025-01-15
CUST-W10059,consumer,West,2024-01-15
CUST-W10060,smb,West,2025-06-15
CUST-W10061,smb,West,2025-09-15
CUST-W10062,enterprise,West,2025-09-15
CUST-W10063,smb,West,2024-09-15
CUST-W10064,smb,West,2024-09-15
CUST-W10065,consumer,West,2025-03-15
CUST-W10066,consumer,West,2024-01-15
CUST-W10067,smb,West,2025-09-15
CUST-W10068,enterprise,West,2025-01-15
CUST-W10069,smb,West,2024-05-15
CUST-W10070,smb,West,2025-06-15
CUST-W10071,enterprise,West,2025-02-15
CUST-W10072,consumer,West,2025-04-15
CUST-W10073,consumer,West,2024-09-15
CUST-W10074,smb,West,2024-06-15
CUST-W10075,consumer,West,2024-08-15
CUST-W10076,consumer,West,2024-09-15
CUST-W10077,smb,West,2024-01-15
CUST-W10078,enterprise,West,2025-06-15
CUST-W10079,enterprise,West,2024-01-15
CUST-W10080,enterprise,West,2024-09-15
CUST-W10081,consumer,West,2025-03-15
CUST-W10082,enterprise,West,2025-09-15
CUST-W10083,enterprise,West,2025-03-15
CUST-W10084,consumer,West,2024-09-15
CUST-W10085,consumer,West,2025-07-15
CUST-W10086,consumer,West,2025-03-15
CUST-W10087,enterprise,West,2025-08-15
CUST-W10088,smb,West,2025-04-15
CUST-W10089,smb,West,2024-04-15
CUST-W10090,smb,West,2025-09-15
CUST-W10091,smb,West,2024-03-15
CUST-W10092,enterprise,West,2024-09-15
CUST-W10093,smb,West,2024-09-15
CUST-W10094,consumer,West,2024-09-15
CUST-W10095,consumer,West,2025-09-15
CUST-W10096,consumer,West,2024-03-15
CUST-W10097,smb,West,2024-06-15
CUST-W10098,enterprise,West,2025-02-15
CUST-W10099,enterprise,West,2025-09-15
CUST-W10100,smb,West,2024-05-15
CUST-W10101,smb,West,2025-03-15
CUST-W10102,smb,West,2024-05-15
CUST-W10103,smb,West,2024-07-15
CUST-W10104,smb,West,2024-05-15
CUST-W10105,consumer,West,2024-05-15
CUST-W10106,consumer,West,2024-09-15
CUST-W10107,enterprise,West,2025-02-15
CUST-W10108,enterprise,West,2024-05-15
CUST-W10109,consumer,West,2024-08-15
CUST-W10110,enterprise,West,2024-05-15
CUST-W10111,smb,West,2025-07-15
CUST-W10112,consumer,West,2024-05-15
CUST-W10113,enterprise,West,2024-05-15
CUST-W10114,enterprise,West,2025-09-15
CUST-W10115,consumer,West,2025-03-15
CUST-W10116,consumer,West,2024-07-15
CUST-W10117,consumer,West,2025-05-15
CUST-W10118,enterprise,West,2024-08-15
CUST-W10119,enterprise,West,2025-07-15
CUST-W10120,enterprise,West,2025-09-15
CUST-W10121,smb,West,2025-05-15
CUST-W10122,consumer,West,2024-05-15
CUST-W10123,consumer,West,2024-09-15
CUST-W10124,smb,West,2025-08-15
CUST-W10125,enterprise,West,2025-05-15
CUST-W10126,consumer,West,2025-06-15
CUST-W10127,enterprise,West,2024-02-15
CUST-W10128,consumer,West,2025-09-15
CUST-W10129,consumer,West,2024-03-15
CUST-W10130,consumer,West,2025-06-15
CUST-W10131,enterprise,West,2024-06-15
CUST-W10132,consumer,West,2025-07-15
CUST-W10133,enterprise,West,2024-06-15
CUST-W10134,enterprise,West,2024-07-15
CUST-W10135,enterprise,West,2025-08-15
CUST-W10136,smb,West,2025-05-15
CUST-W10137,smb,West,2025-04-15
CUST-W10138,enterprise,West,2025-01-15
CUST-W10139,smb,West,2024-04-15
CUST-W10140,enterprise,West,2025-01-15
CUST-W10141,smb,West,2024-08-15
CUST-W10142,enterprise,West,2024-04-15
CUST-W10143,smb,West,2024-08-15
CUST-W10144,enterprise,West,2025-03-15
CUST-W10145,smb,West,2025-09-15
CUST-W10146,enterprise,West,2025-05-15
CUST-W10147,enterprise,West,2024-06-15
CUST-W10148,consumer,West,2024-01-15
CUST-W10149,consumer,West,2025-09-15
CUST-W10150,consumer,West,2024-03-15
CUST-W10151,enterprise,West,2025-07-15
CUST-W10152,smb,West,2025-04-15
CUST-W10153,smb,West,2025-06-15
CUST-W10154,smb,West,2025-08-15
CUST-W10155,consumer,West,2024-09-15
CUST-W10156,enterprise,West,2024-09-15
CUST-W10157,smb,West,2025-06-15
CUST-W10158,smb,West,2025-09-15
CUST-W10159,consumer,West,2025-01-15
CUST-W10160,smb,West,2025-09-15
CUST-W10161,consumer,West,2025-04-15
CUST-W10162,consumer,West,2024-07-15
CUST-W10163,consumer,West,2024-06-15
CUST-W10164,consumer,West,2025-09-15
CUST-W10165,enterprise,West,2025-06-15
CUST-W10166,consumer,West,2024-02-15
CUST-W10167,smb,West,2024-01-15
CUST-W10168,enterprise,West,2025-06-15
CUST-W10169,enterprise,West,2025-06-15
CUST-W10170,consumer,West,2025-09-15
CUST-W10171,enterprise,West,2024-05-15
CUST-W10172,consumer,West,2025-02-15
CUST-W10173,enterprise,West,2024-08-15
CUST-W10174,smb,West,2024-05-15
CUST-W10175,smb,West,2025-03-15
CUST-W10176,smb,West,2025-02-15
CUST-W10177,smb,West,2024-01-15
CUST-W10178,consumer,West,2025-05-15
CUST-W10179,enterprise,West,2024-08-15
CUST-W10180,consumer,West,2024-01-15
CUST-W10181,consumer,West,2024-04-15
CUST-W10182,consumer,West,2025-09-15
CUST-W10183,smb,West,2025-01-15
CUST-W10184,smb,West,2025-01-15
CUST-W10185,smb,West,2025-06-15
CUST-W10186,smb,West,2024-07-15
CUST-W10187,smb,West,2025-03-15
CUST-W10188,consumer,West,2024-03-15
CUST-W10189,enterprise,West,2024-03-15
CUST-W10190,consumer,West,2025-03-15
CUST-W10191,consumer,West,2024-09-15
CUST-W10192,smb,West,2025-07-15
CUST-W10193,consumer,West,2025-06-15
CUST-W10194,consumer,West,2025-09-15
CUST-W10195,consumer,West,2024-09-15
CUST-W10196,consumer,West,2025-02-15
CUST-W10197,consumer,West,2025-05-15
CUST-W10198,smb,West,2025-08-15
CUST-W10199,consumer,West,2024-04-15
CUST-W10200,enterprise,West,2025-04-15
CUST-W10201,consumer,West,2024-08-15
CUST-W10202,enterprise,West,2025-07-15
CUST-W10203,smb,West,2025-02-15
CUST-W10204,enterprise,West,2025-01-15
CUST-W10205,smb,West,2025-09-15
CUST-W10206,enterprise,West,2024-03-15
CUST-W10207,smb,West,2025-09-15
CUST-W10208,smb,West,2025-06-15
CUST-W10209,consumer,West,2025-02-15
CUST-W10210,smb,West,2025-05-15
CUST-W10211,enterprise,West,2024-04-15
CUST-W10212,enterprise,West,2024-01-15
CUST-W10213,enterprise,West,2025-09-15
CUST-W10214,enterprise,West,2025-02-15
CUST-W10215,consumer,West,2024-07-15
CUST-W10216,smb,West,2024-07-15
CUST-W10217,consumer,West,2024-04-15
CUST-W10218,smb,West,2025-03-15
CUST-W10219,consumer,West,2024-02-15
