region_name,date,traffic,conversion_rate,churn_rate,renewal_rate,active_customers
North,2026-08-24,14555,0.08149929851945491,0.020676011191308498,0.9710535843321682,42130
North,2026-08-25,15337,0.08148354158829899,0.020540104544162753,0.9712438536381721,42416
North,2026-08-26,14886,0.08006683488190174,0.018852802432328463,0.9736060765947402,42198
North,2026-08-27,14550,0.07424,0.020074732347577808,0.971895374713391,42159
South,2026-07-29,12047,0.0746215152941295,0.02292094237752259,0.9679106806714683,31301
South,2026-07-30,12132,0.07509631121676648,0.020259818612262604,0.9716362539428324,30822
South,2026-07-31,12319,0.07421930793381762,0.023703785939887166,0.966814699684158,31270
South,2026-08-01,11093,0.07585268055583584,0.020413389688432215,0.9714212544361949,30932
South,2026-08-02,11001,0.07486954959196737,0.023332041219994423,0.9673351422920078,31146
South,2026-08-03,12222,0.07465277056500781,0.022397893759831783,0.9686429487362355,31242
South,2026-08-04,11717,0.07454172906232998,0.020461492433995008,0.9713539105924069,31144
South,2026-08-05,12286,0.07357303905591835,0.02161448222659528,0.9697397248827666,31002
South,2026-08-06,12275,0.07646758163755293,0.02133785311065614,0.9701270056450814,30924
South,2026-08-07,12173,0.0762057038556668,0.021336702307760715,0.970128616769135,31022
South,2026-08-08,10940,0.07521629955153912,0.020618108838200568,0.9711346476265192,31262
South,2026-08-09,10828,0.07523334502911894,0.02157546954087913,0.9697943426427692,30950
South,2026-08-10,11830,0.07674891760776519,0.022644547749459742,0.9682976331507563,30699
South,2026-08-11,12086,0.07457604009920032,0.02234107746861875,0.9687224915439338,31129
South,2026-08-12,12225,0.07562810460309265,0.022732211109176274,0.9681749044471533,31299
South,2026-08-13,12011,0.07661692236870295,0.022987763062715525,0.9678171317121983,31117
South,2026-08-14,12299,0.0752524434067891,0.02326675885945558,0.9674265375967622,30742
South,2026-08-15,10732,0.07673374980135121,0.02350813883349299,0.9670886056331098,31086
South,2026-08-16,11088,0.07469052727741654,0.020459906787723303,0.9713561304971874,30780
South,2026-08-17,11883,0.07427184635685989,0.021135406522154808,0.9704104308689833,31130
South,2026-08-18,11649,0.07411686311446829,0.02233726809725165,0.9687278246638477,30764
South,2026-08-19,11937,0.07667434922768734,0.020329501991420983,0.9715386972120106,30851
South,2026-08-20,12320,0.07370280118571827,0.020888493636399507,0.9707561089090407,30865
South,2026-08-21,11670,0.07421514814544934,0.02096199170835316,0.9706532116083055,31004
South,2026-08-22,10956,0.07424248642026214,0.023225455640256406,0.9674843621036411,30700
South,2026-08-23,11022,0.07330640762345865,0.02274072307899594,0.9681629876894057,31125
South,2026-08-24,11715,0.07560684938187477,0.022132610359042883,0.96901434549734,31057
South,2026-08-25,12147,0.07440419841266703,0.021189066216424107,0.9703353072970062,31042
South,2026-08-26,11702,0.07341889150760834,0.021302568911910055,0.9701764035233259,30923
South,2026-08-27,12120,0.07425,0.02338374630525708,0.96726275517264,30829
West,2026-07-29,9512,0.07293520091890822,0.019427086534425618,0.9728020788518041,23811
West,2026-07-30,9601,0.07551694006009492,0.01957866815797985,0.9725898645788282,23813
West,2026-07-31,9703,0.07225154838280286,0.01962691991530359,0.972522312118575,23872
West,2026-08-01,8731,0.07336804254148155,0.019440452130250634,0.9727833670176491,24145
West,2026-08-02,8979,0.07325380132445135,0.02001566781040281,0.971978065065436,24077
West,2026-08-03,9480,0.07451728901616297,0.021485862400867042,0.9699197926387861,24106
West,2026-08-04,9245,0.073612569877645,0.022332375868745147,0.9687346737837568,24234
West,2026-08-05,9500,0.07366333364995661,0.022066910959482194,0.969106324656725,23818
West,2026-08-06,9487,0.07474387862866277,0.02035578965306282,0.971501894485712,24128
West,2026-08-07,9226,0.07524355252226814,0.022547131456509235,0.9684340159608871,23802
West,2026-08-08,8615,0.07357735209891107,0.020838741141334178,0.9708257624021321,23941
West,2026-08-09,8993,0.07312841854295693,0.019539969235025347,0.9726440430709645,23796
West,2026-08-10,9767,0.07290623938643839,0.019503932515494527,0.9726944944783077,24230
West,2026-08-11,9250,0.07544227375946938,0.022099863850660623,0.9690601906090751,24218
West,2026-08-12,9481,0.07341472397493198,0.02265444984443486,0.9682837702177912,24202
West,2026-08-13,9698,0.07355172971996944,0.0204237363845855,0.9714067690615803,24007
West,2026-08-14,9567,0.07280687758417334,0.022152430462874476,0.9689865973519758,23835
West,2026-08-15,8647,0.07337858392433262,0.022086213071197274,0.9690793017003239,23817
West,2026-08-16,8682,0.0723905885420274,0.0217342302185297,0.9695720776940584,24088
West,2026-08-17,9405,0.07264519966361113,0.021617780593000353,0.9697351071697995,23831
West,2026-08-18,9693,0.07274605471368413,0.021961634572148322,0.9692537115989923,24108
West,2026-08-19,9642,0.07287204994244965,0.020196800717376173,0.9717244789956734,23761
West,2026-08-20,9435,0.0727852888760157,0.022033956395722927,0.969152461045988,24222
West,2026-08-21,9231,0.07257983887440059,0.022575346520729362,0.9683945148709789,24005
West,2026-08-22,8950,0.07567955952626652,0.021219935133308176,0.9702920908133685,23890
West,2026-08-23,8723,0.07566235720969271,0.020593188049569725,0.9711695367306024,24158
West,2026-08-24,9727,0.07236459014976863,0.02060701724600047,0.9711501758555994,24023
West,2026-08-25,9783,0.0753474167014472,0.020489619994685057,0.9713145320074409,23996
West,2026-08-26,9261,0.07344310663519427,0.01998031009923667,0.9720275658610686,23963
West,2026-08-27,9310,0.06956,0.02772,0.961192,23916
